112479;Eva Legnini;0;Lupi del Nord;Bianco e Grigio;Ululati del Nord
112480;Silvana Andreina Serafini;0;Serpenti Dorati;Oro e Rosso;Serpenti Dorati
112481;Lodovico Crescenzio;0;Dragoni Rossi;Rosso e Nero;Fiamme Rosse
112482;Gianfranco Perosino;0;Orsi Polari;Bianco e Blu;
112483;Luis Alberto Robol;0;Serpenti Dorati;Oro e Rosso;Serpenti Dorati
112484;Elisa Cutrufo;0;Pavoni Reali;Oro e Viola;Ali Reali
112485;Carla Alderisi;0;Elefanti Grigi;Nero e Bianco;Elefanti Titanici
112486;Esteban Juan Napoli;0;Corvi della Tempesta;Grigio e Blu;Tempesta Oscura
112487;Michele Arcangelo Crimi;0;Coccodrilli Verdi;Verde e Marrone;Coccodrilli d'Acciaio
112488;Valter Causin;0;Falchi Grigi;Grigio e Nero;Falchi del Vento
112489;Alois Germana';0;Serpenti Dorati;Oro e Rosso;Serpenti Dorati
112490;Giacinto Moro;0;Camaleonti Arcobaleno;Blu e Verde;Camaleonti Magici
112491;Alessandrina Paita;0;Cavalieri d'Argento;Argento e Blu;
112492;Sandro Vedani;0;Delfini Argentati;Argento e Nero;Onde Argentate
112493;Livio Amato;0;Rinoceronti Blu;Verde e Argento;Rino Blu
112494;Caterina Silvestro;0;Serpenti Dorati;Oro e Rosso;Serpenti Dorati
112495;Andrea Gelmetti;0;Dragoni Rossi;Rosso e Nero;Fiamme Rosse
112496;Arturo Mario Poretti;0;Pavoni Reali;Oro e Viola;Ali Reali
112497;Amedeo Mazzoni;0;Zebre Striate;Bianco e Rosso;Zebre Elettriche
112498;Guido Quintino Battafarano;0;Volpi del Bosco;Blu e Rosso;Volpi Veloci
112499;Colomba Pianetta;0;Camaleonti Arcobaleno;Blu e Verde;Camaleonti Magici
112500;Stanislao Gotor;0;Pantere Rosa;Rosa e Grigio;Pantere Fiere
112501;Adele Zanettin;0;Aquile Blu;Blu e Bianco;Aquile Volanti
112502;Giannicola Monteleone;0;Zebre Striate;Bianco e Rosso;Zebre Elettriche
112503;Laura Furlan;0;Pinguini Polari;Bianco e Nero;
112504;Fabio Storace;0;Tigri Nere;Nero e Arancione;Tigri Infuocate
112505;Santo Piarulli;0;Corvi della Tempesta;Grigio e Blu;Tempesta Oscura
112506;Adelaide Renzi;0;Pantere Rosa;Rosa e Grigio;Pantere Fiere
112507;Elio Danieli;0;Pantere Rosa;Rosa e Grigio;Pantere Fiere
112508;Lucio Valentini;0;Zebre Striate;Bianco e Rosso;Zebre Elettriche
112509;Vittorio Marri;0;Lupi del Nord;Bianco e Grigio;Ululati del Nord
112510;Francesca Maiorino;0;Leoni Dorati;Giallo e Nero;Leoni Ruggenti
112511;Graziano Vita;0;Cinghiali Selvaggi;Marrone e Verde;Cinghiali Ruggenti
112512;Piero Sanna;0;Gatti Neri;Nero e Viola;
112513;Christian Lopreiato;0;Elefanti Grigi;Nero e Bianco;Elefanti Titanici
112514;Giampaolo Vittorio Elio Maraventano;0;Pavoni Reali;Oro e Viola;Ali Reali
112515;Gino Giordano;0;Tigri Nere;Nero e Arancione;Tigri Infuocate
112516;Vladimiro Giordano;0;Delfini Argentati;Argento e Nero;Onde Argentate
112517;Guido Cesare Papini;0;Aquile Reali;Blu e Oro;Reali del Cielo
112518;Angelo Maria Thaler Ausserhofer;0;Coccodrilli Verdi;Verde e Marrone;Coccodrilli d'Acciaio
112519;Edo Falanga;0;Tigri Nere;Nero e Arancione;Tigri Infuocate
112520;Dafne Cosentino;0;Coccodrilli Verdi;Verde e Marrone;Coccodrilli d'Acciaio
112521;Dolores Monti;0;Fenici Rosse;Rosso e Arancione;Ali di Fuoco
112522;Emanuela Frau;0;Scorpioni Rossi;Giallo e Verde;Scorpioni d'Acciaio
112523;Gian Giacomo Maran;0;Coccodrilli Verdi;Verde e Marrone;Coccodrilli d'Acciaio
112524;Renato Bevilacqua;0;Elefanti Grigi;Nero e Bianco;Elefanti Titanici
112525;Italo Florino;0;Lupi del Nord;Bianco e Grigio;Ululati del Nord
112526;Alessio Mantica;0;Serpenti Dorati;Oro e Rosso;Serpenti Dorati
112527;Raffaella Fiormaria De Rigo;0;Lupi del Nord;Bianco e Grigio;Ululati del Nord
112528;Aurora Di Nardo;0;Elefanti Grigi;Nero e Bianco;Elefanti Titanici
112529;Domenica Costa;0;Orsi Polari;Bianco e Blu;
112530;Sauro Turco;0;Gufi Notturni;Viola e Grigio;Occhi nella Notte
112531;Stanislao Alessandro De Lucia;0;Zebre Striate;Bianco e Rosso;Zebre Elettriche
112532;Fulvia Michela Losacco;0;Fenici Rosse;Rosso e Arancione;Ali di Fuoco
112533;Renzo Burani Procaccini;0;Aquile Reali;Blu e Oro;Reali del Cielo
112534;Gian Guido Borgonzoni;0;Gufi Notturni;Viola e Grigio;Occhi nella Notte
112535;Francesco Saverio Gambini;0;Elefanti Grigi;Nero e Bianco;Elefanti Titanici
112536;Massimo Galliani;0;Gufi Notturni;Viola e Grigio;Occhi nella Notte
112537;Adriano Danzi;0;Fulmini Verdi;Verde e Giallo;Lampi Verdi
112538;Christian Bastico;0;Scorpioni Rossi;Giallo e Verde;Scorpioni d'Acciaio
112539;Giuliano Scivoletto;0;Pavoni Reali;Oro e Viola;Ali Reali
112540;Sauro Mura;0;Scorpioni Rossi;Giallo e Verde;Scorpioni d'Acciaio
112541;Euprepio Lucherini;0;Pinguini Polari;Bianco e Nero;
112542;Lorenzo Staniscia;0;Delfini Argentati;Argento e Nero;Onde Argentate
112543;Valerio Bossi;0;Scorpioni Rossi;Giallo e Verde;Scorpioni d'Acciaio
112544;Gilberto Morgoni;0;Fulmini Verdi;Verde e Giallo;Lampi Verdi
112545;Ersilia Baldassarri;0;Pavoni Reali;Oro e Viola;Ali Reali
112546;Francesco Antonio De Eccher;0;Dragoni Rossi;Rosso e Nero;Fiamme Rosse
112547;Roberto Maria Ferdinando Colli;0;Aquile Blu;Blu e Bianco;Aquile Volanti
112548;Rosa Silvana Guzzanti;0;Gatti Neri;Nero e Viola;
112549;Flavio Mieli;0;Serpenti Dorati;Oro e Rosso;Serpenti Dorati
112550;Giovanni Lorenzo Bruno Ganeri;0;Pantere Rosa;Rosa e Grigio;Pantere Fiere
112551;Tana Augello;0;Ippopotami Viola;Viola e Oro;
112552;Cristano Demasi;0;Scorpioni Rossi;Giallo e Verde;Scorpioni d'Acciaio
112553;Marinella Rojc;0;Pantere Rosa;Rosa e Grigio;Pantere Fiere
112554;Tarcisio Leoni;0;Coccodrilli Verdi;Verde e Marrone;Coccodrilli d'Acciaio
112555;Mauro Maria Petrucci;0;Squali Azzurri;Azzurro e Bianco;Predatori del Mare
112556;Gaetano Antonio Gramazio;0;Rinoceronti Blu;Verde e Argento;Rino Blu
112557;Anna Cinzia Fede;0;Cinghiali Selvaggi;Marrone e Verde;Cinghiali Ruggenti
112558;Gianclaudio Castiglione;0;Falchi Grigi;Grigio e Nero;Falchi del Vento
112559;Antonio Salvatore Fina;0;Serpenti Dorati;Oro e Rosso;Serpenti Dorati
112560;Marco Dirindin;0;Gufi Notturni;Viola e Grigio;Occhi nella Notte
112561;Sebastiano Acciarini;0;Elefanti Grigi;Nero e Bianco;Elefanti Titanici
112562;Adele Ricchiuti;0;Pavoni Reali;Oro e Viola;Ali Reali
112563;Vilma Abate;0;Dragoni Rossi;Rosso e Nero;Fiamme Rosse
112564;Mauro Antonio Donato Petrenga;0;Tigri Nere;Nero e Arancione;Tigri Infuocate
112565;Giuseppe Luigi Salvatore Centaro;0;Pantere Rosa;Rosa e Grigio;Pantere Fiere
112566;Andrea Carmine Scoma;0;Orsi Polari;Bianco e Blu;
112567;Bachisio Silvio Naturale;0;Fenici Rosse;Rosso e Arancione;Ali di Fuoco
112568;Linda Durnwalder;0;Tigri Nere;Nero e Arancione;Tigri Infuocate
112569;Lorenzo Matrisciano;0;Ippopotami Viola;Viola e Oro;
112570;Pierpaolo Pertoldi;0;Dragoni Rossi;Rosso e Nero;Fiamme Rosse
112571;Antonino Senese;0;Ippopotami Viola;Viola e Oro;
112572;Michela Storace;0;Leoni Dorati;Giallo e Nero;Leoni Ruggenti
112573;Elisa Cossiga;0;Cinghiali Selvaggi;Marrone e Verde;Cinghiali Ruggenti
112574;Libero Cantalamessa;0;Pinguini Polari;Bianco e Nero;
112575;Manfredi Giacobbe;0;Tigri Nere;Nero e Arancione;Tigri Infuocate
112576;Gilberto Milo;0;Zebre Striate;Bianco e Rosso;Zebre Elettriche
112577;Serenella Vono;0;Leoni Dorati;Giallo e Nero;Leoni Ruggenti
112578;Matteo Tesei;0;Rinoceronti Blu;Verde e Argento;Rino Blu
112579;Francesco Antonio Banti;0;Dragoni Rossi;Rosso e Nero;Fiamme Rosse
112580;Vidmer Mazzella;0;Coccodrilli Verdi;Verde e Marrone;Coccodrilli d'Acciaio
112581;Arnaldo Novi;0;Squali Azzurri;Azzurro e Bianco;Predatori del Mare
112582;Stelio Barbolini;0;Lupi del Nord;Bianco e Grigio;Ululati del Nord
112583;Virginia Pianasso;0;Fenici Rosse;Rosso e Arancione;Ali di Fuoco
112584;Massimo Franceschelli;0;Fenici Rosse;Rosso e Arancione;Ali di Fuoco
112585;Mauro Maria Gubert;0;Squali Azzurri;Azzurro e Bianco;Predatori del Mare
112586;Donato Tommaso Pucciarelli;0;Delfini Argentati;Argento e Nero;Onde Argentate
112587;Italo Verro;0;Fulmini Verdi;Verde e Giallo;Lampi Verdi
112588;Domenica Causin;0;Cinghiali Selvaggi;Marrone e Verde;Cinghiali Ruggenti
112589;Daniela Mazzuconi;0;Cavalli Selvaggi;Rosso e Argento;Cavalieri Selvaggi
112590;Gianluca Montagna;0;Scorpioni Rossi;Giallo e Verde;Scorpioni d'Acciaio
112591;Severino Toninelli;0;Rinoceronti Blu;Verde e Argento;Rino Blu
112592;Filadelfio Guido Idem;0;Cavalli Selvaggi;Rosso e Argento;Cavalieri Selvaggi
112593;Magda Angela Archiutti;0;Leoni Dorati;Giallo e Nero;Leoni Ruggenti
112594;Furio Zilio;0;Cinghiali Selvaggi;Marrone e Verde;Cinghiali Ruggenti
112595;Bruno Lisi;0;Cinghiali Selvaggi;Marrone e Verde;Cinghiali Ruggenti
112596;Lucia Scilipoti Isgro';0;Pinguini Polari;Bianco e Nero;
112597;Sergio Giarrusso;0;Delfini Argentati;Argento e Nero;Onde Argentate
112598;Niccolo' Poli Bortone;0;Aquile Blu;Blu e Bianco;Aquile Volanti
112599;Flavio Valpiana;0;Pinguini Polari;Bianco e Nero;
112600;Marinella Reccia;0;Falchi Grigi;Grigio e Nero;Falchi del Vento
112601;Stelio Liotta;0;Cavalli Selvaggi;Rosso e Argento;Cavalieri Selvaggi
112602;Furio Fallucchi;0;Scorpioni Rossi;Giallo e Verde;Scorpioni d'Acciaio
112603;Rosa Rosa;0;Ippopotami Viola;Viola e Oro;
112604;Angelo Camusso;0;Falchi Grigi;Grigio e Nero;Falchi del Vento
112605;Maria Teresa Fausti;0;Fulmini Verdi;Verde e Giallo;Lampi Verdi
112606;Tommaso Emprin Gilardini;0;Cavalieri d'Argento;Argento e Blu;
112607;Cesare Segre;0;Leoni Dorati;Giallo e Nero;Leoni Ruggenti
112608;Tiziana Carmela Rosaria Bastico;0;Delfini Argentati;Argento e Nero;Onde Argentate
112609;Tony Chike La Marca;0;Rinoceronti Blu;Verde e Argento;Rino Blu
112610;Costantino Lanzi;0;Cavalli Selvaggi;Rosso e Argento;Cavalieri Selvaggi
112611;Tullio Faraone;0;Gufi Notturni;Viola e Grigio;Occhi nella Notte
112612;Augusto Monticone;0;Cinghiali Selvaggi;Marrone e Verde;Cinghiali Ruggenti
112613;Beatrice Spinelli;0;Ippopotami Viola;Viola e Oro;
112614;Gianpaolo Balboni;0;Camaleonti Arcobaleno;Blu e Verde;Camaleonti Magici
112615;Fiammetta Vallone;0;Rinoceronti Blu;Verde e Argento;Rino Blu
112616;Maria Antonietta Capelli;0;Leoni Dorati;Giallo e Nero;Leoni Ruggenti
112617;Furio Maffioli;0;Lupi del Nord;Bianco e Grigio;Ululati del Nord
112618;Rosa Migone;0;Delfini Argentati;Argento e Nero;Onde Argentate
112619;Giuseppe Occhetto;0;Fulmini Verdi;Verde e Giallo;Lampi Verdi
112620;Demetrio Valdinosi;0;Aquile Blu;Blu e Bianco;Aquile Volanti
112621;Renato Guerino Cassinelli;0;Corvi della Tempesta;Grigio e Blu;Tempesta Oscura
112622;Stefania Gabriella Anastasia Marcucci;0;Fenici Rosse;Rosso e Arancione;Ali di Fuoco
112623;Antonio Stefano Della Monica;0;Serpenti Dorati;Oro e Rosso;Serpenti Dorati
112624;Gregorio Romano;0;Aquile Blu;Blu e Bianco;Aquile Volanti
112625;Massimo Vittorio Bertacco;0;Dragoni Rossi;Rosso e Nero;Fiamme Rosse
112626;Gaetano Franceschini;0;Pavoni Reali;Oro e Viola;Ali Reali
112627;Gavino Nardini;0;Cavalli Selvaggi;Rosso e Argento;Cavalieri Selvaggi
112628;Romano Magliocchetti;0;Squali Azzurri;Azzurro e Bianco;Predatori del Mare
112629;Simonetta Coronella;0;Gatti Neri;Nero e Viola;
112630;Bruno Basile;0;Dragoni Rossi;Rosso e Nero;Fiamme Rosse
112631;Salvatore Tito Tirelli;0;Tigri Nere;Nero e Arancione;Tigri Infuocate
112632;Manuel Durigon;0;Scorpioni Rossi;Giallo e Verde;Scorpioni d'Acciaio
112633;Elia Gaglione;0;Dragoni Rossi;Rosso e Nero;Fiamme Rosse
112634;Rosa Valente;0;Tigri Nere;Nero e Arancione;Tigri Infuocate
112635;Maria Chiara Di Nardo;0;Coccodrilli Verdi;Verde e Marrone;Coccodrilli d'Acciaio
112636;Manuela Palermo;0;Fenici Rosse;Rosso e Arancione;Ali di Fuoco
112637;Nicoletta Follieri;0;Pavoni Reali;Oro e Viola;Ali Reali
112638;Vittoria Francesca Maria Polito;0;Cavalli Selvaggi;Rosso e Argento;Cavalieri Selvaggi
112639;Patrizio Di Lello Finuoli;0;Orsi Polari;Bianco e Blu;
112640;Adele Viserta Costantini;0;Lupi del Nord;Bianco e Grigio;Ululati del Nord
112641;Gino Rubbia;0;Serpenti Dorati;Oro e Rosso;Serpenti Dorati
112642;Mario Ciarrapico;0;Falchi Grigi;Grigio e Nero;Falchi del Vento
112643;Walter Guasti;0;Fulmini Verdi;Verde e Giallo;Lampi Verdi
112644;Rosario Fornaro;0;Pinguini Polari;Bianco e Nero;
112645;Maria Claudia Morgando;0;Aquile Blu;Blu e Bianco;Aquile Volanti
112646;Ortensio Dell'olio;0;Falchi Grigi;Grigio e Nero;Falchi del Vento
112647;Karl Di Piazza;0;Dragoni Rossi;Rosso e Nero;Fiamme Rosse
112648;Beppe Monti;0;Tigri Nere;Nero e Arancione;Tigri Infuocate
112649;Enzo Giorgio Secondo Morelli;0;Cavalli Selvaggi;Rosso e Argento;Cavalieri Selvaggi
112650;Ettore Antonio Ripamonti;0;Rinoceronti Blu;Verde e Argento;Rino Blu
112651;Pippo Pirondini;0;Falchi Grigi;Grigio e Nero;Falchi del Vento
112652;Stefano Fontana;0;Tigri Nere;Nero e Arancione;Tigri Infuocate
112653;Accursio Dessi';0;Lupi del Nord;Bianco e Grigio;Ululati del Nord
112654;Dafne Callegaro;0;Pinguini Polari;Bianco e Nero;
112655;Orietta Cucca;0;Dragoni Rossi;Rosso e Nero;Fiamme Rosse
112656;Edo Marini;0;Volpi del Bosco;Blu e Rosso;Volpi Veloci
112657;Gianpiero Vattuone;0;Scorpioni Rossi;Giallo e Verde;Scorpioni d'Acciaio
112658;Cristiano Misiani;0;Gufi Notturni;Viola e Grigio;Occhi nella Notte
112659;Angelica Maran;0;Fulmini Verdi;Verde e Giallo;Lampi Verdi
112660;Francesco Bogo Deledda;0;Pantere Rosa;Rosa e Grigio;Pantere Fiere
112661;Enzo Giorgio Secondo Cirinna';0;Squali Azzurri;Azzurro e Bianco;Predatori del Mare
112662;Oscar Luigi De Carolis;0;Leoni Dorati;Giallo e Nero;Leoni Ruggenti
112663;Ciro Stanca;0;Camaleonti Arcobaleno;Blu e Verde;Camaleonti Magici
112664;Nazario Parrini;0;Delfini Argentati;Argento e Nero;Onde Argentate
112665;Gelsomina Petrenga;0;Serpenti Dorati;Oro e Rosso;Serpenti Dorati
112666;Maria Luisa Fantetti;0;Fulmini Verdi;Verde e Giallo;Lampi Verdi
112667;Giovanna Castro;0;Zebre Striate;Bianco e Rosso;Zebre Elettriche
112668;Giusy Pionati;0;Fenici Rosse;Rosso e Arancione;Ali di Fuoco
112669;Nunzia Cintola;0;Rinoceronti Blu;Verde e Argento;Rino Blu
112670;Venera Michelini;0;Pantere Rosa;Rosa e Grigio;Pantere Fiere
112671;Maria Stanca;0;Gatti Neri;Nero e Viola;
112672;Marco Terracini;0;Pavoni Reali;Oro e Viola;Ali Reali
112673;Gianvittorio Coronella;0;Corvi della Tempesta;Grigio e Blu;Tempesta Oscura
112674;Carla Gubert;0;Serpenti Dorati;Oro e Rosso;Serpenti Dorati
112675;Daria Astore;0;Gufi Notturni;Viola e Grigio;Occhi nella Notte
112676;Raffaella Delrio;0;Scorpioni Rossi;Giallo e Verde;Scorpioni d'Acciaio
112677;Gino Emprin Gilardini;0;Camaleonti Arcobaleno;Blu e Verde;Camaleonti Magici
112678;Camilla Barbato;0;Tigri Nere;Nero e Arancione;Tigri Infuocate
112679;Bernabo' Donadi;0;Lupi del Nord;Bianco e Grigio;Ululati del Nord
112680;Luciana Zuccherini;0;Cinghiali Selvaggi;Marrone e Verde;Cinghiali Ruggenti
112681;Vincenzo Ventucci;0;Falchi Grigi;Grigio e Nero;Falchi del Vento
112682;Raffaella Fiormaria Sodano;0;Elefanti Grigi;Nero e Bianco;Elefanti Titanici
112683;Ferdinando Rojc;0;Squali Azzurri;Azzurro e Bianco;Predatori del Mare
112684;Renato Serafini;0;Zebre Striate;Bianco e Rosso;Zebre Elettriche
112685;Gian Carlo Rapani;0;Dragoni Rossi;Rosso e Nero;Fiamme Rosse
112686;Pierluigi Palmizio;0;Elefanti Grigi;Nero e Bianco;Elefanti Titanici
112687;Rocco Nocerino;0;Cavalieri d'Argento;Argento e Blu;
112688;Tommaso De Siano;0;Zebre Striate;Bianco e Rosso;Zebre Elettriche
112689;Ida Scopelliti;0;Tigri Nere;Nero e Arancione;Tigri Infuocate
112690;Milos Biancofiore;0;Elefanti Grigi;Nero e Bianco;Elefanti Titanici
112691;Pietro Villari;0;Camaleonti Arcobaleno;Blu e Verde;Camaleonti Magici
112692;Ombretta Maria Moscardelli;0;Fulmini Verdi;Verde e Giallo;Lampi Verdi
112693;Vittoria Francesca Maria Satta;0;Pavoni Reali;Oro e Viola;Ali Reali
112694;Nicolo' Zullo;0;Aquile Reali;Blu e Oro;Reali del Cielo
112695;Loredana Bonino;0;Cavalieri d'Argento;Argento e Blu;
112696;Raffaella Matteoli;0;Pinguini Polari;Bianco e Nero;
112697;Esteban Juan Franco;0;Serpenti Dorati;Oro e Rosso;Serpenti Dorati
112698;Lorenzo Emilio Matrisciano;0;Pinguini Polari;Bianco e Nero;
112699;Francesco Enrico Bagnai;0;Elefanti Grigi;Nero e Bianco;Elefanti Titanici
112700;Sonia Morgoni;0;Leoni Dorati;Giallo e Nero;Leoni Ruggenti
112701;Leonardo Forcieri;0;Cavalli Selvaggi;Rosso e Argento;Cavalieri Selvaggi
112702;Sergio Lomuti;0;Pinguini Polari;Bianco e Nero;
112703;Giancarlo Torrisi;0;Zebre Striate;Bianco e Rosso;Zebre Elettriche
112704;Lino Bonavita;0;Aquile Reali;Blu e Oro;Reali del Cielo
112705;Alan Bettini;0;Delfini Argentati;Argento e Nero;Onde Argentate
112706;Michelina Scalfaro;0;Scorpioni Rossi;Giallo e Verde;Scorpioni d'Acciaio
112707;Rocco Bonaiuti;0;Pantere Rosa;Rosa e Grigio;Pantere Fiere
112708;Raffaela Borioli;0;Fenici Rosse;Rosso e Arancione;Ali di Fuoco
112709;Renato Auddino;0;Delfini Argentati;Argento e Nero;Onde Argentate
112710;Meinhard Adduce;0;Cavalli Selvaggi;Rosso e Argento;Cavalieri Selvaggi
112711;Erminia Ortolani;0;Scorpioni Rossi;Giallo e Verde;Scorpioni d'Acciaio
112712;Alberto Felice Simone Pellicini;0;Aquile Blu;Blu e Bianco;Aquile Volanti
112713;Renato Guerino Debenedetti;0;Cavalieri d'Argento;Argento e Blu;
112714;Livia De Luca;0;Corvi della Tempesta;Grigio e Blu;Tempesta Oscura
112715;Cosimo Verdini;0;Tigri Nere;Nero e Arancione;Tigri Infuocate
112716;Erica Maritati;0;Tigri Nere;Nero e Arancione;Tigri Infuocate
112717;Tamara Granaiola;0;Cavalieri d'Argento;Argento e Blu;
112718;Gian Piero Maiorino;0;Elefanti Grigi;Nero e Bianco;Elefanti Titanici
112719;Lucrezia Pirondini;0;Falchi Grigi;Grigio e Nero;Falchi del Vento
112720;Enzo Grimani;0;Falchi Grigi;Grigio e Nero;Falchi del Vento
112721;Ida Maria Boscetto;0;Dragoni Rossi;Rosso e Nero;Fiamme Rosse
112722;Fulvio Cesaro;0;Fenici Rosse;Rosso e Arancione;Ali di Fuoco
112723;Rosa Silvana Castellani;0;Squali Azzurri;Azzurro e Bianco;Predatori del Mare
112724;Marino Germano Ceruti;0;Leoni Dorati;Giallo e Nero;Leoni Ruggenti
112725;Francesco Saverio Arlacchi;0;Zebre Striate;Bianco e Rosso;Zebre Elettriche
112726;Gian Piero Candiani;0;Pantere Rosa;Rosa e Grigio;Pantere Fiere
112727;Venera Langella;0;Delfini Argentati;Argento e Nero;Onde Argentate
112728;Marco Guzzanti;0;Rinoceronti Blu;Verde e Argento;Rino Blu
112729;Carlo Azeglio Laforgia;0;Squali Azzurri;Azzurro e Bianco;Predatori del Mare
112730;Serenella Zangrillo;0;Gufi Notturni;Viola e Grigio;Occhi nella Notte
112731;Cristina Giro;0;Lupi del Nord;Bianco e Grigio;Ululati del Nord
112732;Gustavo Pianasso;0;Pinguini Polari;Bianco e Nero;
112733;Mariastella Damante;0;Scorpioni Rossi;Giallo e Verde;Scorpioni d'Acciaio
112734;Silvestro Bergonzi;0;Coccodrilli Verdi;Verde e Marrone;Coccodrilli d'Acciaio
112735;Karl Marcora;0;Rinoceronti Blu;Verde e Argento;Rino Blu
112736;Ruggiero Colucci;0;Rinoceronti Blu;Verde e Argento;Rino Blu
112737;Valentino Novi;0;Cavalli Selvaggi;Rosso e Argento;Cavalieri Selvaggi
112738;Mariastella Piloni;0;Gatti Neri;Nero e Viola;
112739;Patrizio Silvestro;0;Ippopotami Viola;Viola e Oro;
112740;Ulisse Modica;0;Aquile Blu;Blu e Bianco;Aquile Volanti
112741;Fosco Cantini;0;Aquile Blu;Blu e Bianco;Aquile Volanti
112742;Nicola Di Orio;0;Elefanti Grigi;Nero e Bianco;Elefanti Titanici
112743;Lionello Bizzotto;0;Lupi del Nord;Bianco e Grigio;Ululati del Nord
112744;Gianni Pietro Silvestroni;0;Pavoni Reali;Oro e Viola;Ali Reali
112745;Franco Costantino Cardiello;0;Cinghiali Selvaggi;Marrone e Verde;Cinghiali Ruggenti
112746;Anna Carmela Scognamiglio Pasini;0;Ippopotami Viola;Viola e Oro;
112747;Emilio Boco;0;Volpi del Bosco;Blu e Rosso;Volpi Veloci
112748;Jonny Granaiola;0;Fenici Rosse;Rosso e Arancione;Ali di Fuoco
112749;Tancredi Ladu;0;Aquile Reali;Blu e Oro;Reali del Cielo
112750;Cristina Pizzinato;0;Coccodrilli Verdi;Verde e Marrone;Coccodrilli d'Acciaio
112751;Fiorenza Bucciero;0;Aquile Blu;Blu e Bianco;Aquile Volanti
112752;Gian Marco Bagnai;0;Aquile Reali;Blu e Oro;Reali del Cielo
112753;Gianpiero Alfonzi;0;Ippopotami Viola;Viola e Oro;
112754;Nunziante Di Nardo;0;Dragoni Rossi;Rosso e Nero;Fiamme Rosse
112755;Sabina Cassano;0;Cavalli Selvaggi;Rosso e Argento;Cavalieri Selvaggi
112756;Ombretta Maria Libe';0;Pantere Rosa;Rosa e Grigio;Pantere Fiere
112757;Tiziana Gabana;0;Fenici Rosse;Rosso e Arancione;Ali di Fuoco
112758;Sabrina Maffioli;0;Dragoni Rossi;Rosso e Nero;Fiamme Rosse
112759;Ettore Bini;0;Scorpioni Rossi;Giallo e Verde;Scorpioni d'Acciaio
112760;Antonio Garavini;0;Scorpioni Rossi;Giallo e Verde;Scorpioni d'Acciaio
112761;Calogero Zanoletti;0;Falchi Grigi;Grigio e Nero;Falchi del Vento
112762;Nadia Bucci;0;Leoni Dorati;Giallo e Nero;Leoni Ruggenti
112763;Aurelio Giuseppe Rubbia;0;Cinghiali Selvaggi;Marrone e Verde;Cinghiali Ruggenti
112764;Emilio Nicola Rognoni;0;Aquile Reali;Blu e Oro;Reali del Cielo
112765;Milziade Naccarato;0;Serpenti Dorati;Oro e Rosso;Serpenti Dorati
112766;Antonio Salvatore Lorusso;0;Tigri Nere;Nero e Arancione;Tigri Infuocate
112767;Roberto Maria Ferdinando Forlani;0;Leoni Dorati;Giallo e Nero;Leoni Ruggenti
112768;Alessandro Giro;0;Pinguini Polari;Bianco e Nero;
112769;Antonio Franco Schifani;0;Ippopotami Viola;Viola e Oro;
112770;Antonio Salvatore Lo Moro;0;Pinguini Polari;Bianco e Nero;
112771;Ulisse Barba;0;Fenici Rosse;Rosso e Arancione;Ali di Fuoco
112772;Rosa Del Pennino;0;Gatti Neri;Nero e Viola;
112773;Giovanni Pietro Forte;0;Pavoni Reali;Oro e Viola;Ali Reali
112774;Antonio Michele Bonfrisco;0;Coccodrilli Verdi;Verde e Marrone;Coccodrilli d'Acciaio
112775;Michela Rusconi;0;Fulmini Verdi;Verde e Giallo;Lampi Verdi
112776;Lara Latorre;0;Leoni Dorati;Giallo e Nero;Leoni Ruggenti
112777;Guido Walter Cesare Andreotti;0;Ippopotami Viola;Viola e Oro;
112778;Leonzio Cherchi;0;Leoni Dorati;Giallo e Nero;Leoni Ruggenti
112779;Donella Tecce;0;Cinghiali Selvaggi;Marrone e Verde;Cinghiali Ruggenti
112780;Dario Pecoraro Scanio;0;Zebre Striate;Bianco e Rosso;Zebre Elettriche
112781;Piero Fasiolo;0;Cinghiali Selvaggi;Marrone e Verde;Cinghiali Ruggenti
112782;Gavino Lasagna;0;Pantere Rosa;Rosa e Grigio;Pantere Fiere
112783;Sante Gelmetti;0;Rinoceronti Blu;Verde e Argento;Rino Blu
112784;Ester Ghigo;0;Cavalli Selvaggi;Rosso e Argento;Cavalieri Selvaggi
112785;Fulvia Michela Perosino;0;Pavoni Reali;Oro e Viola;Ali Reali
112786;Clemente Carpinelli;0;Orsi Polari;Bianco e Blu;
112787;Manfred Botto;0;Delfini Argentati;Argento e Nero;Onde Argentate
112788;Cecilia Mascioni;0;Leoni Dorati;Giallo e Nero;Leoni Ruggenti
112789;Barbara Dreosto;0;Dragoni Rossi;Rosso e Nero;Fiamme Rosse
112790;Maria Cristina Caruso;0;Fenici Rosse;Rosso e Arancione;Ali di Fuoco
112791;Giovanni Vittorio Giacobbe;0;Delfini Argentati;Argento e Nero;Onde Argentate
112792;Lamberto De Lucia;0;Dragoni Rossi;Rosso e Nero;Fiamme Rosse
112793;Giovanna Augello;0;Fenici Rosse;Rosso e Arancione;Ali di Fuoco
112794;Annalisa Mallegni;0;Zebre Striate;Bianco e Rosso;Zebre Elettriche
112795;Egidio Enrico Manara;0;Volpi del Bosco;Blu e Rosso;Volpi Veloci
112796;Emilio Paolo Lauria;0;Squali Azzurri;Azzurro e Bianco;Predatori del Mare
112797;Alberto Pietro Maria Centaro;0;Ippopotami Viola;Viola e Oro;
112798;Gaetano Rigo;0;Cinghiali Selvaggi;Marrone e Verde;Cinghiali Ruggenti
