127654;Dafne Callegaro;0;Pinguini Polari;Bianco e Nero;
127655;Orietta Cucca;0;Dragoni Rossi;Rosso e Nero;Fiamme Rosse
127656;Edo Marini;0;Volpi del Bosco;Blu e Rosso;Volpi Veloci
127657;Gianpiero Vattuone;0;Scorpioni Rossi;Giallo e Verde;Scorpioni d'Acciaio
127658;Cristiano Misiani;0;Gufi Notturni;Viola e Grigio;Occhi nella Notte
127659;Angelica Maran;0;Fulmini Verdi;Verde e Giallo;Lampi Verdi
127660;Francesco Bogo Deledda;0;Pantere Rosa;Rosa e Grigio;Pantere Fiere
127661;Enzo Giorgio Secondo Cirinna';0;Squali Azzurri;Azzurro e Bianco;Predatori del Mare
127662;Oscar Luigi De Carolis;0;Leoni Dorati;Giallo e Nero;Leoni Ruggenti
127663;Ciro Stanca;0;Camaleonti Arcobaleno;Blu e Verde;Camaleonti Magici
127664;Nazario Parrini;0;Delfini Argentati;Argento e Nero;Onde Argentate
127665;Gelsomina Petrenga;0;Serpenti Dorati;Oro e Rosso;Serpenti Dorati
127666;Maria Luisa Fantetti;0;Fulmini Verdi;Verde e Giallo;Lampi Verdi
127667;Giovanna Castro;0;Zebre Striate;Bianco e Rosso;Zebre Elettriche
127668;Giusy Pionati;0;Fenici Rosse;Rosso e Arancione;Ali di Fuoco
127669;Nunzia Cintola;0;Rinoceronti Blu;Verde e Argento;Rino Blu
127670;Venera Michelini;0;Pantere Rosa;Rosa e Grigio;Pantere Fiere
127671;Maria Stanca;0;Gatti Neri;Nero e Viola;
127672;Marco Terracini;0;Pavoni Reali;Oro e Viola;Ali Reali
127673;Gianvittorio Coronella;0;Corvi della Tempesta;Grigio e Blu;Tempesta Oscura
127674;Carla Gubert;0;Serpenti Dorati;Oro e Rosso;Serpenti Dorati
127675;Daria Astore;0;Gufi Notturni;Viola e Grigio;Occhi nella Notte
127676;Raffaella Delrio;0;Scorpioni Rossi;Giallo e Verde;Scorpioni d'Acciaio
127677;Gino Emprin Gilardini;0;Camaleonti Arcobaleno;Blu e Verde;Camaleonti Magici
127678;Camilla Barbato;0;Tigri Nere;Nero e Arancione;Tigri Infuocate
127679;Bernabo' Donadi;0;Lupi del Nord;Bianco e Grigio;Ululati del Nord
127680;Luciana Zuccherini;0;Cinghiali Selvaggi;Marrone e Verde;Cinghiali Ruggenti
127681;Vincenzo Ventucci;0;Falchi Grigi;Grigio e Nero;Falchi del Vento
127682;Raffaella Fiormaria Sodano;0;Elefanti Grigi;Nero e Bianco;Elefanti Titanici
127683;Ferdinando Rojc;0;Squali Azzurri;Azzurro e Bianco;Predatori del Mare
127684;Renato Serafini;0;Zebre Striate;Bianco e Rosso;Zebre Elettriche
127685;Gian Carlo Rapani;0;Dragoni Rossi;Rosso e Nero;Fiamme Rosse
127686;Pierluigi Palmizio;0;Elefanti Grigi;Nero e Bianco;Elefanti Titanici
127687;Rocco Nocerino;0;Cavalieri d'Argento;Argento e Blu;
127688;Tommaso De Siano;0;Zebre Striate;Bianco e Rosso;Zebre Elettriche
127689;Ida Scopelliti;0;Tigri Nere;Nero e Arancione;Tigri Infuocate
127690;Milos Biancofiore;0;Elefanti Grigi;Nero e Bianco;Elefanti Titanici
127691;Pietro Villari;0;Camaleonti Arcobaleno;Blu e Verde;Camaleonti Magici
127692;Ombretta Maria Moscardelli;0;Fulmini Verdi;Verde e Giallo;Lampi Verdi
127693;Vittoria Francesca Maria Satta;0;Pavoni Reali;Oro e Viola;Ali Reali
127694;Nicolo' Zullo;0;Aquile Reali;Blu e Oro;Reali del Cielo
127695;Loredana Bonino;0;Cavalieri d'Argento;Argento e Blu;
127696;Raffaella Matteoli;0;Pinguini Polari;Bianco e Nero;
127697;Esteban Juan Franco;0;Serpenti Dorati;Oro e Rosso;Serpenti Dorati
127698;Lorenzo Emilio Matrisciano;0;Pinguini Polari;Bianco e Nero;
127699;Francesco Enrico Bagnai;0;Elefanti Grigi;Nero e Bianco;Elefanti Titanici
127700;Sonia Morgoni;0;Leoni Dorati;Giallo e Nero;Leoni Ruggenti
127701;Leonardo Forcieri;0;Cavalli Selvaggi;Rosso e Argento;Cavalieri Selvaggi
127702;Sergio Lomuti;0;Pinguini Polari;Bianco e Nero;
127703;Giancarlo Torrisi;0;Zebre Striate;Bianco e Rosso;Zebre Elettriche
127704;Lino Bonavita;0;Aquile Reali;Blu e Oro;Reali del Cielo
127705;Alan Bettini;0;Delfini Argentati;Argento e Nero;Onde Argentate
127706;Michelina Scalfaro;0;Scorpioni Rossi;Giallo e Verde;Scorpioni d'Acciaio
127707;Rocco Bonaiuti;0;Pantere Rosa;Rosa e Grigio;Pantere Fiere
127708;Raffaela Borioli;0;Fenici Rosse;Rosso e Arancione;Ali di Fuoco
127709;Renato Auddino;0;Delfini Argentati;Argento e Nero;Onde Argentate
127710;Meinhard Adduce;0;Cavalli Selvaggi;Rosso e Argento;Cavalieri Selvaggi
127711;Erminia Ortolani;0;Scorpioni Rossi;Giallo e Verde;Scorpioni d'Acciaio
127712;Alberto Felice Simone Pellicini;0;Aquile Blu;Blu e Bianco;Aquile Volanti
127713;Renato Guerino Debenedetti;0;Cavalieri d'Argento;Argento e Blu;
127714;Livia De Luca;0;Corvi della Tempesta;Grigio e Blu;Tempesta Oscura
127715;Cosimo Verdini;0;Tigri Nere;Nero e Arancione;Tigri Infuocate
127716;Erica Maritati;0;Tigri Nere;Nero e Arancione;Tigri Infuocate
127717;Tamara Granaiola;0;Cavalieri d'Argento;Argento e Blu;
127718;Gian Piero Maiorino;0;Elefanti Grigi;Nero e Bianco;Elefanti Titanici
127719;Lucrezia Pirondini;0;Falchi Grigi;Grigio e Nero;Falchi del Vento
127720;Enzo Grimani;0;Falchi Grigi;Grigio e Nero;Falchi del Vento
127721;Ida Maria Boscetto;0;Dragoni Rossi;Rosso e Nero;Fiamme Rosse
127722;Fulvio Cesaro;0;Fenici Rosse;Rosso e Arancione;Ali di Fuoco
127723;Rosa Silvana Castellani;0;Squali Azzurri;Azzurro e Bianco;Predatori del Mare
127724;Marino Germano Ceruti;0;Leoni Dorati;Giallo e Nero;Leoni Ruggenti
127725;Francesco Saverio Arlacchi;0;Zebre Striate;Bianco e Rosso;Zebre Elettriche
127726;Gian Piero Candiani;0;Pantere Rosa;Rosa e Grigio;Pantere Fiere
127727;Venera Langella;0;Delfini Argentati;Argento e Nero;Onde Argentate
127728;Marco Guzzanti;0;Rinoceronti Blu;Verde e Argento;Rino Blu
127729;Carlo Azeglio Laforgia;0;Squali Azzurri;Azzurro e Bianco;Predatori del Mare
127730;Serenella Zangrillo;0;Gufi Notturni;Viola e Grigio;Occhi nella Notte
127731;Cristina Giro;0;Lupi del Nord;Bianco e Grigio;Ululati del Nord
127732;Gustavo Pianasso;0;Pinguini Polari;Bianco e Nero;
127733;Mariastella Damante;0;Scorpioni Rossi;Giallo e Verde;Scorpioni d'Acciaio
127734;Silvestro Bergonzi;0;Coccodrilli Verdi;Verde e Marrone;Coccodrilli d'Acciaio
127735;Karl Marcora;0;Rinoceronti Blu;Verde e Argento;Rino Blu
127736;Ruggiero Colucci;0;Rinoceronti Blu;Verde e Argento;Rino Blu
127737;Valentino Novi;0;Cavalli Selvaggi;Rosso e Argento;Cavalieri Selvaggi
127738;Mariastella Piloni;0;Gatti Neri;Nero e Viola;
127739;Patrizio Silvestro;0;Ippopotami Viola;Viola e Oro;
127740;Ulisse Modica;0;Aquile Blu;Blu e Bianco;Aquile Volanti
127741;Fosco Cantini;0;Aquile Blu;Blu e Bianco;Aquile Volanti
127742;Nicola Di Orio;0;Elefanti Grigi;Nero e Bianco;Elefanti Titanici
127743;Lionello Bizzotto;0;Lupi del Nord;Bianco e Grigio;Ululati del Nord
127744;Gianni Pietro Silvestroni;0;Pavoni Reali;Oro e Viola;Ali Reali
127745;Franco Costantino Cardiello;0;Cinghiali Selvaggi;Marrone e Verde;Cinghiali Ruggenti
127746;Anna Carmela Scognamiglio Pasini;0;Ippopotami Viola;Viola e Oro;
127747;Emilio Boco;0;Volpi del Bosco;Blu e Rosso;Volpi Veloci
127748;Jonny Granaiola;0;Fenici Rosse;Rosso e Arancione;Ali di Fuoco
127749;Tancredi Ladu;0;Aquile Reali;Blu e Oro;Reali del Cielo
127750;Cristina Pizzinato;0;Coccodrilli Verdi;Verde e Marrone;Coccodrilli d'Acciaio
127751;Fiorenza Bucciero;0;Aquile Blu;Blu e Bianco;Aquile Volanti
127752;Gian Marco Bagnai;0;Aquile Reali;Blu e Oro;Reali del Cielo
127753;Gianpiero Alfonzi;0;Ippopotami Viola;Viola e Oro;
127754;Nunziante Di Nardo;0;Dragoni Rossi;Rosso e Nero;Fiamme Rosse
127755;Sabina Cassano;0;Cavalli Selvaggi;Rosso e Argento;Cavalieri Selvaggi
127756;Ombretta Maria Libe';0;Pantere Rosa;Rosa e Grigio;Pantere Fiere
127757;Tiziana Gabana;0;Fenici Rosse;Rosso e Arancione;Ali di Fuoco
127758;Sabrina Maffioli;0;Dragoni Rossi;Rosso e Nero;Fiamme Rosse
127759;Ettore Bini;0;Scorpioni Rossi;Giallo e Verde;Scorpioni d'Acciaio
127760;Antonio Garavini;0;Scorpioni Rossi;Giallo e Verde;Scorpioni d'Acciaio
127761;Calogero Zanoletti;0;Falchi Grigi;Grigio e Nero;Falchi del Vento
127762;Nadia Bucci;0;Leoni Dorati;Giallo e Nero;Leoni Ruggenti
127763;Aurelio Giuseppe Rubbia;0;Cinghiali Selvaggi;Marrone e Verde;Cinghiali Ruggenti
127764;Emilio Nicola Rognoni;0;Aquile Reali;Blu e Oro;Reali del Cielo
127765;Milziade Naccarato;0;Serpenti Dorati;Oro e Rosso;Serpenti Dorati
127766;Antonio Salvatore Lorusso;0;Tigri Nere;Nero e Arancione;Tigri Infuocate
127767;Roberto Maria Ferdinando Forlani;0;Leoni Dorati;Giallo e Nero;Leoni Ruggenti
127768;Alessandro Giro;0;Pinguini Polari;Bianco e Nero;
127769;Antonio Franco Schifani;0;Ippopotami Viola;Viola e Oro;
127770;Antonio Salvatore Lo Moro;0;Pinguini Polari;Bianco e Nero;
127771;Ulisse Barba;0;Fenici Rosse;Rosso e Arancione;Ali di Fuoco
127772;Rosa Del Pennino;0;Gatti Neri;Nero e Viola;
127773;Giovanni Pietro Forte;0;Pavoni Reali;Oro e Viola;Ali Reali
127774;Antonio Michele Bonfrisco;0;Coccodrilli Verdi;Verde e Marrone;Coccodrilli d'Acciaio
127775;Michela Rusconi;0;Fulmini Verdi;Verde e Giallo;Lampi Verdi
127776;Lara Latorre;0;Leoni Dorati;Giallo e Nero;Leoni Ruggenti
127777;Guido Walter Cesare Andreotti;0;Ippopotami Viola;Viola e Oro;
127778;Leonzio Cherchi;0;Leoni Dorati;Giallo e Nero;Leoni Ruggenti
127779;Donella Tecce;0;Cinghiali Selvaggi;Marrone e Verde;Cinghiali Ruggenti
127780;Dario Pecoraro Scanio;0;Zebre Striate;Bianco e Rosso;Zebre Elettriche
127781;Piero Fasiolo;0;Cinghiali Selvaggi;Marrone e Verde;Cinghiali Ruggenti
127782;Gavino Lasagna;0;Pantere Rosa;Rosa e Grigio;Pantere Fiere
127783;Sante Gelmetti;0;Rinoceronti Blu;Verde e Argento;Rino Blu
127784;Ester Ghigo;0;Cavalli Selvaggi;Rosso e Argento;Cavalieri Selvaggi
127785;Fulvia Michela Perosino;0;Pavoni Reali;Oro e Viola;Ali Reali
127786;Clemente Carpinelli;0;Orsi Polari;Bianco e Blu;
127787;Manfred Botto;0;Delfini Argentati;Argento e Nero;Onde Argentate
127788;Cecilia Mascioni;0;Leoni Dorati;Giallo e Nero;Leoni Ruggenti
127789;Barbara Dreosto;0;Dragoni Rossi;Rosso e Nero;Fiamme Rosse
127790;Maria Cristina Caruso;0;Fenici Rosse;Rosso e Arancione;Ali di Fuoco
127791;Giovanni Vittorio Giacobbe;0;Delfini Argentati;Argento e Nero;Onde Argentate
127792;Lamberto De Lucia;0;Dragoni Rossi;Rosso e Nero;Fiamme Rosse
127793;Giovanna Augello;0;Fenici Rosse;Rosso e Arancione;Ali di Fuoco
127794;Annalisa Mallegni;0;Zebre Striate;Bianco e Rosso;Zebre Elettriche
127795;Egidio Enrico Manara;0;Volpi del Bosco;Blu e Rosso;Volpi Veloci
127796;Emilio Paolo Lauria;0;Squali Azzurri;Azzurro e Bianco;Predatori del Mare
127797;Alberto Pietro Maria Centaro;0;Ippopotami Viola;Viola e Oro;
127798;Gaetano Rigo;0;Cinghiali Selvaggi;Marrone e Verde;Cinghiali Ruggenti
127799;Christian Magnolfi;0;Rinoceronti Blu;Verde e Argento;Rino Blu
127800;Lino Di Stefano;0;Gatti Neri;Nero e Viola;
127801;Virginia Galioto;0;Fulmini Verdi;Verde e Giallo;Lampi Verdi
127802;Raoul Valentino;0;Lupi del Nord;Bianco e Grigio;Ululati del Nord
127803;Franco Ladu;0;Gatti Neri;Nero e Viola;
127804;Tilde Barelli;0;Pantere Rosa;Rosa e Grigio;Pantere Fiere
127805;Angela Anna Bruna Sisler;0;Pantere Rosa;Rosa e Grigio;Pantere Fiere
127806;Emiddio Delrio;0;Pavoni Reali;Oro e Viola;Ali Reali
127807;Tiziana Campanella;0;Volpi del Bosco;Blu e Rosso;Volpi Veloci
127808;Rosaria Salvini;0;Aquile Blu;Blu e Bianco;Aquile Volanti
127809;Edoardo Ruta;0;Lupi del Nord;Bianco e Grigio;Ululati del Nord
127810;Alberto Felice Simone Gustavino;0;Dragoni Rossi;Rosso e Nero;Fiamme Rosse
127811;Carlo Luigi Caponi;0;Volpi del Bosco;Blu e Rosso;Volpi Veloci
127812;Emanuele De Castro;0;Gufi Notturni;Viola e Grigio;Occhi nella Notte
127813;Meinhard Archiutti;0;Dragoni Rossi;Rosso e Nero;Fiamme Rosse
127814;Annalisa Stanisci;0;Cavalieri d'Argento;Argento e Blu;
127815;Anna Carmela Follini;0;Ippopotami Viola;Viola e Oro;
127816;Marcello Servello;0;Camaleonti Arcobaleno;Blu e Verde;Camaleonti Magici
127817;Davide Versace;0;Gufi Notturni;Viola e Grigio;Occhi nella Notte
127818;Adriano Chiurazzi;0;Camaleonti Arcobaleno;Blu e Verde;Camaleonti Magici
127819;Danila Izzo;0;Zebre Striate;Bianco e Rosso;Zebre Elettriche
127820;Jose' Luiz Giorgis;0;Fulmini Verdi;Verde e Giallo;Lampi Verdi
127821;Ricardo Antonio Calderoli;0;Pantere Rosa;Rosa e Grigio;Pantere Fiere
127822;Nedo Lorenzo De Bonis;0;Coccodrilli Verdi;Verde e Marrone;Coccodrilli d'Acciaio
127823;Ulisse Gaudiano;0;Dragoni Rossi;Rosso e Nero;Fiamme Rosse
127824;Simone Salini;0;Falchi Grigi;Grigio e Nero;Falchi del Vento
127825;Luciano Chiavaroli;0;Scorpioni Rossi;Giallo e Verde;Scorpioni d'Acciaio
127826;Altero Galardi;0;Aquile Reali;Blu e Oro;Reali del Cielo
127827;Ivan Carrara;0;Elefanti Grigi;Nero e Bianco;Elefanti Titanici
127828;Aventino Pedrazzini;0;Lupi del Nord;Bianco e Grigio;Ululati del Nord
127829;Aurora Valletta;0;Falchi Grigi;Grigio e Nero;Falchi del Vento
127830;Pamela Giacoma Giovanna Porcari;0;Aquile Reali;Blu e Oro;Reali del Cielo
127831;Susy Vimercati;0;Cavalieri d'Argento;Argento e Blu;
127832;Milziade Lago;0;Scorpioni Rossi;Giallo e Verde;Scorpioni d'Acciaio
127833;Vittorio Biancofiore;0;Leoni Dorati;Giallo e Nero;Leoni Ruggenti
127834;Pierantonio Sterpa;0;Rinoceronti Blu;Verde e Argento;Rino Blu
127835;Baldassare Spagnolli;0;Delfini Argentati;Argento e Nero;Onde Argentate
127836;Stelio Lauria;0;Squali Azzurri;Azzurro e Bianco;Predatori del Mare
127837;Cinzia Maninetti;0;Corvi della Tempesta;Grigio e Blu;Tempesta Oscura
127838;Claudio Basile;0;Scorpioni Rossi;Giallo e Verde;Scorpioni d'Acciaio
127839;Giovanni Pietro Ancorotti;0;Cinghiali Selvaggi;Marrone e Verde;Cinghiali Ruggenti
127840;Gregorio Montani;0;Serpenti Dorati;Oro e Rosso;Serpenti Dorati
127841;Antonio Stefano Vaccari;0;Leoni Dorati;Giallo e Nero;Leoni Ruggenti
127842;Lavinia Pignedoli;0;Falchi Grigi;Grigio e Nero;Falchi del Vento
127843;Barbara Sella Di Monteluce;0;Coccodrilli Verdi;Verde e Marrone;Coccodrilli d'Acciaio
127844;Costanzo Ferrari;0;Lupi del Nord;Bianco e Grigio;Ululati del Nord
127845;Giuseppe Onorato Benito Cecchi Gori;0;Aquile Blu;Blu e Bianco;Aquile Volanti
127846;Manuel Tronti;0;Corvi della Tempesta;Grigio e Blu;Tempesta Oscura
127847;Giampaolo Pellegrini;0;Tigri Nere;Nero e Arancione;Tigri Infuocate
127848;Mario Salvitti;0;Gatti Neri;Nero e Viola;
127849;Ettore Pietro Ferro;0;Orsi Polari;Bianco e Blu;
127850;Carla Favero;0;Pinguini Polari;Bianco e Nero;
127851;Stefano Menia;0;Dragoni Rossi;Rosso e Nero;Fiamme Rosse
127852;Danilo Scopelliti;0;Orsi Polari;Bianco e Blu;
127853;Luciana Diana;0;Falchi Grigi;Grigio e Nero;Falchi del Vento
127854;Ciro Pirro;0;Serpenti Dorati;Oro e Rosso;Serpenti Dorati
127855;Fedele De Luca;0;Dragoni Rossi;Rosso e Nero;Fiamme Rosse
127856;Marzia Toniolli;0;Scorpioni Rossi;Giallo e Verde;Scorpioni d'Acciaio
127857;Ortensio Pittelli;0;Ippopotami Viola;Viola e Oro;
127858;Vittoria Francesca Maria Taricco;0;Rinoceronti Blu;Verde e Argento;Rino Blu
127859;Eugenio Mario Calandrini;0;Coccodrilli Verdi;Verde e Marrone;Coccodrilli d'Acciaio
127860;Helga Crino';0;Pantere Rosa;Rosa e Grigio;Pantere Fiere
127861;Gianpaolo Corrao;0;Volpi del Bosco;Blu e Rosso;Volpi Veloci
127862;Dieter Campari;0;Cavalli Selvaggi;Rosso e Argento;Cavalieri Selvaggi
127863;Diodato (darko) Boccardi;0;Leoni Dorati;Giallo e Nero;Leoni Ruggenti
127864;Urania Giulia Rosina Aiello;0;Tigri Nere;Nero e Arancione;Tigri Infuocate
127865;Alessandro Fruscio;0;Delfini Argentati;Argento e Nero;Onde Argentate
127866;Umberto Polledri;0;Aquile Blu;Blu e Bianco;Aquile Volanti
127867;Remigio Treu;0;Cinghiali Selvaggi;Marrone e Verde;Cinghiali Ruggenti
127868;Stefania Gabriella Anastasia Agnelli;0;Gatti Neri;Nero e Viola;
127869;Michela Sella Di Monteluce;0;Orsi Polari;Bianco e Blu;
127870;Esterino Rigo;0;Cinghiali Selvaggi;Marrone e Verde;Cinghiali Ruggenti
127871;Rosario Giorgio Nardini;0;Fenici Rosse;Rosso e Arancione;Ali di Fuoco
127872;Massimo Vittorio Ruspandini;0;Gatti Neri;Nero e Viola;
127873;Enrico Pedrini;0;Gufi Notturni;Viola e Grigio;Occhi nella Notte
127874;Antonio Salvatore Mancini;0;Gufi Notturni;Viola e Grigio;Occhi nella Notte
127875;Giuseppe Maria Gelmini;0;Cinghiali Selvaggi;Marrone e Verde;Cinghiali Ruggenti
127876;Christian Richetti;0;Aquile Reali;Blu e Oro;Reali del Cielo
127877;Nedo Lorenzo Mieli;0;Scorpioni Rossi;Giallo e Verde;Scorpioni d'Acciaio
127878;Albert Ladu;0;Elefanti Grigi;Nero e Bianco;Elefanti Titanici
127879;Anna Cinzia Lanzillotta;0;Scorpioni Rossi;Giallo e Verde;Scorpioni d'Acciaio
127880;Albertino Dini;0;Serpenti Dorati;Oro e Rosso;Serpenti Dorati
127881;Concetto Lumia;0;Coccodrilli Verdi;Verde e Marrone;Coccodrilli d'Acciaio
127882;Giuseppe Maria Coltorti;0;Delfini Argentati;Argento e Nero;Onde Argentate
127883;Costanzo De Lillo;0;Falchi Grigi;Grigio e Nero;Falchi del Vento
127884;Fiammetta Morselli;0;Aquile Blu;Blu e Bianco;Aquile Volanti
127885;Vito Rigoni;0;Orsi Polari;Bianco e Blu;
127886;Sandro Piarulli;0;Pantere Rosa;Rosa e Grigio;Pantere Fiere
127887;Nuccio Boco;0;Elefanti Grigi;Nero e Bianco;Elefanti Titanici
127888;Giorgio Maria Casoli;0;Cinghiali Selvaggi;Marrone e Verde;Cinghiali Ruggenti
127889;Renato Zanda;0;Aquile Reali;Blu e Oro;Reali del Cielo
127890;Gian Guido Giaretta;0;Serpenti Dorati;Oro e Rosso;Serpenti Dorati
127891;Angelica Bellanova;0;Lupi del Nord;Bianco e Grigio;Ululati del Nord
127892;Antonio Franco Manara;0;Scorpioni Rossi;Giallo e Verde;Scorpioni d'Acciaio
127893;Valter Contestabile;0;Cavalieri d'Argento;Argento e Blu;
127894;Teresa Ricchiuti;0;Squali Azzurri;Azzurro e Bianco;Predatori del Mare
127895;Josefa Fattori;0;Cavalieri d'Argento;Argento e Blu;
127896;Eugenio Mario Brignone;0;Cavalli Selvaggi;Rosso e Argento;Cavalieri Selvaggi
127897;Bruno Fausti;0;Pavoni Reali;Oro e Viola;Ali Reali
127898;Maria Virginia Aloisio;0;Scorpioni Rossi;Giallo e Verde;Scorpioni d'Acciaio
127899;Alan Lo Moro;0;Squali Azzurri;Azzurro e Bianco;Predatori del Mare
127900;Salvatore Tito Bornacin;0;Aquile Blu;Blu e Bianco;Aquile Volanti
127901;Rocco Giammanco;0;Lupi del Nord;Bianco e Grigio;Ululati del Nord
127902;Urania Giulia Rosina Barbolini;0;Squali Azzurri;Azzurro e Bianco;Predatori del Mare
127903;Maria Virginia Verdini;0;Serpenti Dorati;Oro e Rosso;Serpenti Dorati
127904;Aventino Sanzarello;0;Gufi Notturni;Viola e Grigio;Occhi nella Notte
127905;Liborio Paragone;0;Aquile Reali;Blu e Oro;Reali del Cielo
127906;Anna Carmela Bonfrisco;0;Orsi Polari;Bianco e Blu;
127907;Francesco Enrico Negri;0;Gatti Neri;Nero e Viola;
127908;Jose' Luiz Steger;0;Volpi del Bosco;Blu e Rosso;Volpi Veloci
127909;Augusto Sangalli;0;Aquile Reali;Blu e Oro;Reali del Cielo
127910;Nitto Francesco Pistorio;0;Coccodrilli Verdi;Verde e Marrone;Coccodrilli d'Acciaio
127911;Armin Milo;0;Cavalli Selvaggi;Rosso e Argento;Cavalieri Selvaggi
127912;Tiziana Brutti;0;Fenici Rosse;Rosso e Arancione;Ali di Fuoco
127913;Ida Sangalli;0;Volpi del Bosco;Blu e Rosso;Volpi Veloci
127914;Bachisio Silvio Filograna;0;Ippopotami Viola;Viola e Oro;
127915;Jas Valdinosi;0;Delfini Argentati;Argento e Nero;Onde Argentate
127916;Daniele Giuliano;0;Gufi Notturni;Viola e Grigio;Occhi nella Notte
127917;Gianmauro Abate;0;Rinoceronti Blu;Verde e Argento;Rino Blu
127918;Gabriele Terzi Di Sant'agata;0;Fulmini Verdi;Verde e Giallo;Lampi Verdi
127919;Sabrina Bonavita;0;Delfini Argentati;Argento e Nero;Onde Argentate
127920;Dolores Papatheu;0;Gatti Neri;Nero e Viola;
127921;Armando Tarquinio;0;Cinghiali Selvaggi;Marrone e Verde;Cinghiali Ruggenti
127922;Ciro Thaler Ausserhofer;0;Rinoceronti Blu;Verde e Argento;Rino Blu
127923;Virginia Giovanelli;0;Delfini Argentati;Argento e Nero;Onde Argentate
127924;Giampaolo Vittorio Elio Bellot;0;Cinghiali Selvaggi;Marrone e Verde;Cinghiali Ruggenti
127925;Angelo Michele Ostellari;0;Rinoceronti Blu;Verde e Argento;Rino Blu
127926;Clemente Oliva;0;Orsi Polari;Bianco e Blu;
127927;Goffredo Maria Ronzulli;0;Serpenti Dorati;Oro e Rosso;Serpenti Dorati
127928;Nicoletta Scurria;0;Cavalieri d'Argento;Argento e Blu;
127929;Lodovico Pininfarina;0;Camaleonti Arcobaleno;Blu e Verde;Camaleonti Magici
127930;Luis Alberto Siri;0;Aquile Reali;Blu e Oro;Reali del Cielo
127931;Domenica Basso;0;Pantere Rosa;Rosa e Grigio;Pantere Fiere
127932;Rosario Amorena;0;Squali Azzurri;Azzurro e Bianco;Predatori del Mare
127933;Domenica Granaiola;0;Pavoni Reali;Oro e Viola;Ali Reali
127934;Marcello Puglia;0;Squali Azzurri;Azzurro e Bianco;Predatori del Mare
127935;Vanna Delogu;0;Pantere Rosa;Rosa e Grigio;Pantere Fiere
127936;Fiorello Serra;0;Cinghiali Selvaggi;Marrone e Verde;Cinghiali Ruggenti
127937;Andrea Carmine Mazzoni;0;Tigri Nere;Nero e Arancione;Tigri Infuocate
127938;Annamaria Bagnai;0;Gufi Notturni;Viola e Grigio;Occhi nella Notte
127939;Vita Maria Orsomarso;0;Rinoceronti Blu;Verde e Argento;Rino Blu
127940;Ortensio Stucchi;0;Lupi del Nord;Bianco e Grigio;Ululati del Nord
127941;Roberto Susta;0;Lupi del Nord;Bianco e Grigio;Ululati del Nord
127942;Donato Thaler Ausserhofer;0;Pinguini Polari;Bianco e Nero;
127943;Lucia Mautone;0;Falchi Grigi;Grigio e Nero;Falchi del Vento
127944;Luigi Occhiuto;0;Zebre Striate;Bianco e Rosso;Zebre Elettriche
127945;Nicolo' Bellot;0;Delfini Argentati;Argento e Nero;Onde Argentate
127946;Gianluigi Napolitano;0;Leoni Dorati;Giallo e Nero;Leoni Ruggenti
127947;Alessandra Torrisi;0;Gufi Notturni;Viola e Grigio;Occhi nella Notte
127948;Nico D'ascola;0;Fulmini Verdi;Verde e Giallo;Lampi Verdi
127949;Rita D'ali';0;Gufi Notturni;Viola e Grigio;Occhi nella Notte
127950;Luciano Pelella;0;Dragoni Rossi;Rosso e Nero;Fiamme Rosse
127951;Sauro Fusillo;0;Delfini Argentati;Argento e Nero;Onde Argentate
127952;Simona Nunzia Pagliari;0;Ippopotami Viola;Viola e Oro;
127953;Lanfranco Barbolini;0;Ippopotami Viola;Viola e Oro;
127954;Doriano Battistoni;0;Aquile Blu;Blu e Bianco;Aquile Volanti
127955;Marzia Croatti;0;Cavalli Selvaggi;Rosso e Argento;Cavalieri Selvaggi
127956;Orietta Verini;0;Aquile Blu;Blu e Bianco;Aquile Volanti
127957;Vincenza Gambaro;0;Leoni Dorati;Giallo e Nero;Leoni Ruggenti
127958;Maria Rosaria Montevecchi;0;Falchi Grigi;Grigio e Nero;Falchi del Vento
127959;Emiliano Balboni;0;Delfini Argentati;Argento e Nero;Onde Argentate
127960;Emilio Fornaro;0;Serpenti Dorati;Oro e Rosso;Serpenti Dorati
127961;Eva Ponzo;0;Pavoni Reali;Oro e Viola;Ali Reali
127962;Rosetta Enza Guerrieri Paleotti;0;Fulmini Verdi;Verde e Giallo;Lampi Verdi
127963;Alberto Felice Simone Marano;0;Pinguini Polari;Bianco e Nero;
127964;Bachisio Silvio Andreotti;0;Tigri Nere;Nero e Arancione;Tigri Infuocate
127965;Dino Taviani;0;Zebre Striate;Bianco e Rosso;Zebre Elettriche
127966;Franco Marcora;0;Gatti Neri;Nero e Viola;
127967;Niccolo' Bortolotto;0;Orsi Polari;Bianco e Blu;
127968;Gianclaudio D'ubaldo;0;Pantere Rosa;Rosa e Grigio;Pantere Fiere
127969;Gianmarco Mainardi;0;Serpenti Dorati;Oro e Rosso;Serpenti Dorati
127970;Nando Gnutti;0;Aquile Reali;Blu e Oro;Reali del Cielo
127971;Nicodemo Francesco Sbrana;0;Zebre Striate;Bianco e Rosso;Zebre Elettriche
127972;Rossella Alderisi;0;Gufi Notturni;Viola e Grigio;Occhi nella Notte
127973;Norberto Catalfo;0;Volpi del Bosco;Blu e Rosso;Volpi Veloci
127974;Mariapia Pelella;0;Squali Azzurri;Azzurro e Bianco;Predatori del Mare
127975;Mariangela Barbolini;0;Orsi Polari;Bianco e Blu;
